organization,work_area,project,survey,site_id,date,sampling_bout,dive_supervisor,collector,collection_id,hakai_id,sample_type,depth,transect_dist,collected_start,collected_end,species,quantity,length_cm,estimated_quantity,comments,quality_log
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE2,2017-05-19,2,gillian;gillian.sadlierbrown,kyle,FISH_2017-05-19_CHOKED_PASS_EDGE2_2,MGFSH21,fish,,,2017-05-19T17:22:17.000Z,2017-05-19T17:27:31.000Z,tubesnout,1,17,false,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE2,2017-05-19,2,gillian;gillian.sadlierbrown,kyle,FISH_2017-05-19_CHOKED_PASS_EDGE2_2,MGFSH20,fish,,,2017-05-19T17:22:17.000Z,2017-05-19T17:27:31.000Z,tubesnout,2,15,false,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE2,2017-05-19,2,gillian;gillian.sadlierbrown,kyle,FISH_2017-05-19_CHOKED_PASS_EDGE2_2,MGFSH19,fish,,,2017-05-19T17:22:17.000Z,2017-05-19T17:27:31.000Z,tubesnout,2,14,false,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE2,2017-05-19,2,gillian;gillian.sadlierbrown,ondine,FISH_2017-05-19_CHOKED_PASS_EDGE2_3,MGFSH26,fish,,,2017-05-19T17:15:02.000Z,2017-05-19T17:22:19.000Z,flounder/starry,1,47,false,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE2,2017-05-19,2,gillian;gillian.sadlierbrown,ondine,FISH_2017-05-19_CHOKED_PASS_EDGE2_3,MGFSH25,fish,,,2017-05-19T17:15:02.000Z,2017-05-19T17:22:19.000Z,tubesnout,2,15,false,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE2,2017-05-19,2,gillian;gillian.sadlierbrown,ondine,FISH_2017-05-19_CHOKED_PASS_EDGE2_3,MGFSH24,fish,,,2017-05-19T17:15:02.000Z,2017-05-19T17:22:19.000Z,tubesnout,2,14,false,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE2,2017-05-19,2,gillian;gillian.sadlierbrown,ondine,FISH_2017-05-19_CHOKED_PASS_EDGE2_3,MGFSH23,fish,,,2017-05-19T17:15:02.000Z,2017-05-19T17:22:19.000Z,tubesnout,2,12,false,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE3,2017-05-19,3,gillian;gillian.sadlierbrown,ondine,FISH_2017-05-19_CHOKED_PASS_EDGE3_1,MGFSH11627,fish,,,2017-05-19T21:42:54.000Z,2017-05-19T21:47:08.000Z,no_obs,,,,,1: No fish observed
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE3,2017-05-19,3,gillian;gillian.sadlierbrown,kyle,FISH_2017-05-19_CHOKED_PASS_EDGE3_3,MGFSH27,fish,,,2017-05-19T21:51:56.000Z,2017-05-19T21:54:16.000Z,greenling/kelp,1,30,false,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE3,2017-05-19,3,gillian;gillian.sadlierbrown,kyle,FISH_2017-05-19_CHOKED_PASS_EDGE3_3,MGFSH11573,fish,,,2017-05-19T21:51:56.000Z,2017-05-19T21:54:16.000Z,no_obs,,,,,1: No fish observed
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR4,2017-05-19,4,gillian;gillian.sadlierbrown,ondine,FISH_2017-05-19_CHOKED_PASS_INTERIOR4_1,MGFSH11629,fish,,,2017-05-19T20:32:29.000Z,2017-05-19T20:37:41.000Z,no_obs,,,,,1: No fish observed
