"","action","work_area","organization","project","date","site_id","sampling_bout","survey","hakai_id","field_staff","gather_lat","gather_long","vessel","samples","quality_level","comments","quality_log"
"218",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-21,"MCMULLIN_NORTH_INTERIOR6",6,"MCMULLIN_NORTH","2016-08-21_MCMULLIN_NORTH_INTERIOR6_6","Zach",NA,NA,NA,NA,"Raw",NA,NA
"219",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-22,"TRIQUET_NORTH_EDGE1",1,"TRIQUET_NORTH","2016-08-22_TRIQUET_NORTH_EDGE1_1","Zach",NA,NA,NA,NA,"Raw",NA,NA
"220",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-22,"TRIQUET_NORTH_EDGE2",2,"TRIQUET_NORTH","2016-08-22_TRIQUET_NORTH_EDGE2_2","Zach",NA,NA,NA,NA,"Raw",NA,NA
"221",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-22,"TRIQUET_NORTH_EDGE3",3,"TRIQUET_NORTH","2016-08-22_TRIQUET_NORTH_EDGE3_3","Zach",NA,NA,NA,NA,"Raw",NA,NA
"222",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-22,"TRIQUET_NORTH_INTERIOR4",4,"TRIQUET_NORTH","2016-08-22_TRIQUET_NORTH_INTERIOR4_4","Zach",NA,NA,NA,NA,"Raw",NA,NA
"223",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-22,"TRIQUET_NORTH_INTERIOR5",5,"TRIQUET_NORTH","2016-08-22_TRIQUET_NORTH_INTERIOR5_5","Zach",NA,NA,NA,NA,"Raw",NA,NA
"224",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-22,"TRIQUET_NORTH_INTERIOR6",6,"TRIQUET_NORTH","2016-08-22_TRIQUET_NORTH_INTERIOR6_6","Zach",NA,NA,NA,NA,"Raw",NA,NA
"225",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-23,"MCMULLIN_SOUTH_EDGE1",1,"MCMULLIN_SOUTH","2016-08-23_MCMULLIN_SOUTH_EDGE1_1","Zach",NA,NA,NA,NA,"Raw",NA,NA
"226",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-23,"MCMULLIN_SOUTH_EDGE2",2,"MCMULLIN_SOUTH","2016-08-23_MCMULLIN_SOUTH_EDGE2_2","Zach",NA,NA,NA,NA,"Raw",NA,NA
"227",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-23,"MCMULLIN_SOUTH_EDGE3",3,"MCMULLIN_SOUTH","2016-08-23_MCMULLIN_SOUTH_EDGE3_3","Zach",NA,NA,NA,NA,"Raw",NA,NA
"228",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-23,"MCMULLIN_SOUTH_INTERIOR4",4,"MCMULLIN_SOUTH","2016-08-23_MCMULLIN_SOUTH_INTERIOR4_4","Zach",NA,NA,NA,NA,"Raw",NA,NA
"229",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-23,"MCMULLIN_SOUTH_INTERIOR5",5,"MCMULLIN_SOUTH","2016-08-23_MCMULLIN_SOUTH_INTERIOR5_5","Zach",NA,NA,NA,NA,"Raw",NA,NA
"230",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-23,"MCMULLIN_SOUTH_INTERIOR6",6,"MCMULLIN_SOUTH","2016-08-23_MCMULLIN_SOUTH_INTERIOR6_6","Zach",NA,NA,NA,NA,"Raw",NA,NA
"231",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-24,"GOOSE_SOUTHEAST_EDGE1",1,"GOOSE_SOUTHEAST","2016-08-24_GOOSE_SOUTHEAST_EDGE1_1","Zach",NA,NA,NA,NA,"Raw",NA,NA
"232",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-24,"GOOSE_SOUTHEAST_EDGE2",2,"GOOSE_SOUTHEAST","2016-08-24_GOOSE_SOUTHEAST_EDGE2_2","Zach",NA,NA,NA,NA,"Raw",NA,NA
"233",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-24,"GOOSE_SOUTHEAST_EDGE3",3,"GOOSE_SOUTHEAST","2016-08-24_GOOSE_SOUTHEAST_EDGE3_3","Zach",NA,NA,NA,NA,"Raw",NA,NA
"234",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-24,"GOOSE_SOUTHEAST_INTERIOR4",4,"GOOSE_SOUTHEAST","2016-08-24_GOOSE_SOUTHEAST_INTERIOR4_4","Zach",NA,NA,NA,NA,"Raw",NA,NA
"235",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-24,"GOOSE_SOUTHEAST_INTERIOR5",5,"GOOSE_SOUTHEAST","2016-08-24_GOOSE_SOUTHEAST_INTERIOR5_5","Zach",NA,NA,NA,NA,"Raw",NA,NA
"236",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-24,"GOOSE_SOUTHEAST_INTERIOR6",6,"GOOSE_SOUTHEAST","2016-08-24_GOOSE_SOUTHEAST_INTERIOR6_6","Zach",NA,NA,NA,NA,"Raw",NA,NA
"237",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-25,"CHOKED_PASS_EDGE1",1,"CHOKED_PASS","2016-08-25_CHOKED_PASS_EDGE1_1","Zach",NA,NA,NA,NA,"Raw",NA,NA
"238",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-25,"CHOKED_PASS_EDGE2",2,"CHOKED_PASS","2016-08-25_CHOKED_PASS_EDGE2_2","Zach",NA,NA,NA,NA,"Raw",NA,NA
"239",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-25,"CHOKED_PASS_EDGE3",3,"CHOKED_PASS","2016-08-25_CHOKED_PASS_EDGE3_3","Zach",NA,NA,NA,NA,"Raw",NA,NA
"240",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-25,"CHOKED_PASS_EDGE7",7,"CHOKED_PASS","2016-08-25_CHOKED_PASS_EDGE7_7","Zach",NA,NA,NA,NA,"Raw",NA,NA
"241",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-25,"CHOKED_PASS_INTERIOR4",4,"CHOKED_PASS","2016-08-25_CHOKED_PASS_INTERIOR4_4","Zach",NA,NA,NA,NA,"Raw",NA,NA
"242",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-25,"CHOKED_PASS_INTERIOR5",5,"CHOKED_PASS","2016-08-25_CHOKED_PASS_INTERIOR5_5","Zach",NA,NA,NA,NA,"Raw",NA,NA
"243",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-25,"CHOKED_PASS_INTERIOR6",6,"CHOKED_PASS","2016-08-25_CHOKED_PASS_INTERIOR6_6","Zach",NA,NA,NA,NA,"Raw",NA,NA
"244",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-27,"GOOSE_SOUTHWEST_EDGE1",1,"GOOSE_SOUTHWEST","2016-08-27_GOOSE_SOUTHWEST_EDGE1_1","Zach",NA,NA,NA,NA,"Raw",NA,NA
"245",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-27,"GOOSE_SOUTHWEST_EDGE2",2,"GOOSE_SOUTHWEST","2016-08-27_GOOSE_SOUTHWEST_EDGE2_2","Zach",NA,NA,NA,NA,"Raw",NA,NA
"246",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-27,"GOOSE_SOUTHWEST_EDGE3",3,"GOOSE_SOUTHWEST","2016-08-27_GOOSE_SOUTHWEST_EDGE3_3","Zach",NA,NA,NA,NA,"Raw",NA,NA
"247",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-27,"GOOSE_SOUTHWEST_INTERIOR4",4,"GOOSE_SOUTHWEST","2016-08-27_GOOSE_SOUTHWEST_INTERIOR4_4","Zach",NA,NA,NA,NA,"Raw",NA,NA
"248",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-27,"GOOSE_SOUTHWEST_INTERIOR5",5,"GOOSE_SOUTHWEST","2016-08-27_GOOSE_SOUTHWEST_INTERIOR5_5","Zach",NA,NA,NA,NA,"Raw",NA,NA
"249",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-27,"GOOSE_SOUTHWEST_INTERIOR6",6,"GOOSE_SOUTHWEST","2016-08-27_GOOSE_SOUTHWEST_INTERIOR6_6","Zach",NA,NA,NA,NA,"Raw",NA,NA
"250",NA,"CALVERT","HAKAI","MARINEGEO",2016-09-12,"CHOKED_PASS_EDGE1",1,"CHOKED_PASS","2016-09-12_CHOKED_PASS_EDGE1_1","Zach",NA,NA,NA,NA,"Raw",NA,NA
"251",NA,"CALVERT","HAKAI","MARINEGEO",2016-09-12,"CHOKED_PASS_EDGE2",2,"CHOKED_PASS","2016-09-12_CHOKED_PASS_EDGE2_2","Zach",NA,NA,NA,NA,"Raw",NA,NA
"252",NA,"CALVERT","HAKAI","MARINEGEO",2016-09-12,"CHOKED_PASS_EDGE3",3,"CHOKED_PASS","2016-09-12_CHOKED_PASS_EDGE3_3","Zach",NA,NA,NA,NA,"Raw",NA,NA
"253",NA,"CALVERT","HAKAI","MARINEGEO",2016-09-12,"CHOKED_PASS_EDGE7",7,"CHOKED_PASS","2016-09-12_CHOKED_PASS_EDGE7_7","Zach",NA,NA,NA,NA,"Raw",NA,NA
"254",NA,"CALVERT","HAKAI","MARINEGEO",2016-09-12,"CHOKED_PASS_INTERIOR4",4,"CHOKED_PASS","2016-09-12_CHOKED_PASS_INTERIOR4_4","Zach",NA,NA,NA,NA,"Raw",NA,NA
"255",NA,"CALVERT","HAKAI","MARINEGEO",2016-09-12,"CHOKED_PASS_INTERIOR5",5,"CHOKED_PASS","2016-09-12_CHOKED_PASS_INTERIOR5_5","Zach",NA,NA,NA,NA,"Raw",NA,NA
"256",NA,"CALVERT","HAKAI","MARINEGEO",2016-09-12,"CHOKED_PASS_INTERIOR6",6,"CHOKED_PASS","2016-09-12_CHOKED_PASS_INTERIOR6_6","Zach",NA,NA,NA,NA,"Raw",NA,NA
"257",NA,"CALVERT","HAKAI","MARINEGEO",2016-09-12,"PRUTH_BAY_EDGE1",1,"PRUTH_BAY","2016-09-12_PRUTH_BAY_EDGE1_1","Zach",NA,NA,NA,NA,"Raw",NA,NA
"258",NA,"CALVERT","HAKAI","MARINEGEO",2016-09-12,"PRUTH_BAY_EDGE2",2,"PRUTH_BAY","2016-09-12_PRUTH_BAY_EDGE2_2","Zach",NA,NA,NA,NA,"Raw",NA,NA
"259",NA,"CALVERT","HAKAI","MARINEGEO",2016-09-12,"PRUTH_BAY_EDGE3",3,"PRUTH_BAY","2016-09-12_PRUTH_BAY_EDGE3_3","Zach",NA,NA,NA,NA,"Raw",NA,NA
"260",NA,"CALVERT","HAKAI","MARINEGEO",2016-09-12,"PRUTH_BAY_INTERIOR4",4,"PRUTH_BAY","2016-09-12_PRUTH_BAY_INTERIOR4_4","Zach",NA,NA,NA,NA,"Raw",NA,NA
"261",NA,"CALVERT","HAKAI","MARINEGEO",2016-09-12,"PRUTH_BAY_INTERIOR5",5,"PRUTH_BAY","2016-09-12_PRUTH_BAY_INTERIOR5_5","Zach",NA,NA,NA,NA,"Raw",NA,NA
"262",NA,"CALVERT","HAKAI","MARINEGEO",2016-09-12,"PRUTH_BAY_INTERIOR6",6,"PRUTH_BAY","2016-09-12_PRUTH_BAY_INTERIOR6_6","Zach",NA,NA,NA,NA,"Raw",NA,NA
"263",NA,"CALVERT","HAKAI","MARINEGEO",2016-11-13,"PRUTH_BAY_EDGE1",1,"PRUTH_BAY","2016-11-13_PRUTH_BAY_EDGE1_1","Zach",NA,NA,NA,NA,"Raw",NA,NA
"264",NA,"CALVERT","HAKAI","MARINEGEO",2016-11-13,"PRUTH_BAY_EDGE2",2,"PRUTH_BAY","2016-11-13_PRUTH_BAY_EDGE2_2","Zach",NA,NA,NA,NA,"Raw",NA,NA
"265",NA,"CALVERT","HAKAI","MARINEGEO",2016-11-13,"PRUTH_BAY_EDGE3",3,"PRUTH_BAY","2016-11-13_PRUTH_BAY_EDGE3_3","Zach",NA,NA,NA,NA,"Raw",NA,NA
"266",NA,"CALVERT","HAKAI","MARINEGEO",2016-11-13,"PRUTH_BAY_INTERIOR4",4,"PRUTH_BAY","2016-11-13_PRUTH_BAY_INTERIOR4_4","Zach",NA,NA,NA,NA,"Raw",NA,NA
"267",NA,"CALVERT","HAKAI","MARINEGEO",2016-11-13,"PRUTH_BAY_INTERIOR5",5,"PRUTH_BAY","2016-11-13_PRUTH_BAY_INTERIOR5_5","Zach",NA,NA,NA,NA,"Raw",NA,NA
"268",NA,"CALVERT","HAKAI","MARINEGEO",2016-11-14,"CHOKED_PASS_EDGE2",2,"CHOKED_PASS","2016-11-14_CHOKED_PASS_EDGE2_2","Derek,Kyle",NA,NA,NA,NA,"Raw",NA,NA
"269",NA,"CALVERT","HAKAI","MARINEGEO",2016-11-14,"CHOKED_PASS_EDGE3",3,"CHOKED_PASS","2016-11-14_CHOKED_PASS_EDGE3_3","Derek,Kyle",NA,NA,NA,NA,"Raw",NA,NA
"270",NA,"CALVERT","HAKAI","MARINEGEO",2016-11-14,"CHOKED_PASS_EDGE7",7,"CHOKED_PASS","2016-11-14_CHOKED_PASS_EDGE7_7","Derek,Kyle",NA,NA,NA,NA,"Raw",NA,NA
"271",NA,"CALVERT","HAKAI","MARINEGEO",2016-11-14,"CHOKED_PASS_INTERIOR4",4,"CHOKED_PASS","2016-11-14_CHOKED_PASS_INTERIOR4_4","Derek,Kyle",NA,NA,NA,NA,"Raw",NA,NA
"272",NA,"CALVERT","HAKAI","MARINEGEO",2016-11-14,"CHOKED_PASS_INTERIOR5",5,"CHOKED_PASS","2016-11-14_CHOKED_PASS_INTERIOR5_5","Derek,Kyle",NA,NA,NA,NA,"Raw",NA,NA
"273",NA,"CALVERT","HAKAI","MARINEGEO",2016-11-14,"CHOKED_PASS_INTERIOR6",6,"CHOKED_PASS","2016-11-14_CHOKED_PASS_INTERIOR6_6","Derek,Kyle",NA,NA,NA,NA,"Raw",NA,NA
"274",NA,"CALVERT","HAKAI",NA,2017-02-23,"PRUTH_BAY_EDGE1",1,"PRUTH BAY","2017-02-23_PRUTH_BAY_EDGE1_1","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"275",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-23,"PRUTH_BAY_EDGE1",1,"PRUTH_BAY","2017-02-23_PRUTH_BAY_EDGE1_1","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"276",NA,"CALVERT","HAKAI",NA,2017-02-23,"PRUTH_BAY_EDGE2",2,"PRUTH BAY","2017-02-23_PRUTH_BAY_EDGE2_2","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"277",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-23,"PRUTH_BAY_EDGE2",2,"PRUTH_BAY","2017-02-23_PRUTH_BAY_EDGE2_2","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"278",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-23,"PRUTH_BAY_EDGE3",3,"PRUTH_BAY","2017-02-23_PRUTH_BAY_EDGE3_3","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"279",NA,"CALVERT","HAKAI",NA,2017-02-23,"PRUTH_BAY_EDGE3",3,"PRUTH BAY","2017-02-23_PRUTH_BAY_EDGE3_3","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"280",NA,"CALVERT","HAKAI",NA,2017-02-23,"PRUTH_BAY_INTERIOR4",4,"PRUTH BAY","2017-02-23_PRUTH_BAY_INTERIOR4_4","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"281",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-23,"PRUTH_BAY_INTERIOR4",4,"PRUTH_BAY","2017-02-23_PRUTH_BAY_INTERIOR4_4","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"282",NA,"CALVERT","HAKAI",NA,2017-02-23,"PRUTH_BAY_INTERIOR5",5,"PRUTH BAY","2017-02-23_PRUTH_BAY_INTERIOR5_5","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"283",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-23,"PRUTH_BAY_INTERIOR5",5,"PRUTH_BAY","2017-02-23_PRUTH_BAY_INTERIOR5_5","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"284",NA,"CALVERT","HAKAI",NA,2017-02-23,"PRUTH_BAY_INTERIOR6",6,"PRUTH BAY","2017-02-23_PRUTH_BAY_INTERIOR6_6","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"285",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-23,"PRUTH_BAY_INTERIOR6",6,"PRUTH_BAY","2017-02-23_PRUTH_BAY_INTERIOR6_6","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"286",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-24,"CHOKED_PASS_EDGE1",1,"CHOKED_PASS","2017-02-24_CHOKED_PASS_EDGE1_1","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"287",NA,"CALVERT","HAKAI",NA,2017-02-24,"CHOKED_PASS_EDGE1",1,"CHOKED PASS","2017-02-24_CHOKED_PASS_EDGE1_1","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"288",NA,"CALVERT","HAKAI",NA,2017-02-24,"CHOKED_PASS_EDGE2",2,"CHOKED PASS","2017-02-24_CHOKED_PASS_EDGE2_2","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"289",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-24,"CHOKED_PASS_EDGE2",2,"CHOKED_PASS","2017-02-24_CHOKED_PASS_EDGE2_2","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"290",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-24,"CHOKED_PASS_EDGE3",3,"CHOKED_PASS","2017-02-24_CHOKED_PASS_EDGE3_3","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"291",NA,"CALVERT","HAKAI",NA,2017-02-24,"CHOKED_PASS_EDGE3",3,"CHOKED PASS","2017-02-24_CHOKED_PASS_EDGE3_3","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"292",NA,"CALVERT","HAKAI",NA,2017-02-24,"CHOKED_PASS_EDGE7",7,"CHOKED PASS","2017-02-24_CHOKED_PASS_EDGE7_7","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"293",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-24,"CHOKED_PASS_EDGE7",7,"CHOKED_PASS","2017-02-24_CHOKED_PASS_EDGE7_7","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"294",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-24,"CHOKED_PASS_INTERIOR4",4,"CHOKED_PASS","2017-02-24_CHOKED_PASS_INTERIOR4_4","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"295",NA,"CALVERT","HAKAI",NA,2017-02-24,"CHOKED_PASS_INTERIOR4",4,"CHOKED PASS","2017-02-24_CHOKED_PASS_INTERIOR4_4","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"296",NA,"CALVERT","HAKAI",NA,2017-02-24,"CHOKED_PASS_INTERIOR5",5,"CHOKED PASS","2017-02-24_CHOKED_PASS_INTERIOR5_5","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"297",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-24,"CHOKED_PASS_INTERIOR5",5,"CHOKED_PASS","2017-02-24_CHOKED_PASS_INTERIOR5_5","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"298",NA,"CALVERT","HAKAI",NA,2017-02-24,"CHOKED_PASS_INTERIOR6",6,"CHOKED PASS","2017-02-24_CHOKED_PASS_INTERIOR6_6","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"299",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-24,"CHOKED_PASS_INTERIOR6",6,"CHOKED_PASS","2017-02-24_CHOKED_PASS_INTERIOR6_6","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"300",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-25,"PRUTH_BAY_EDGE1",1,"PRUTH_BAY","2017-02-25_PRUTH_BAY_EDGE1_1","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"301",NA,"CALVERT","HAKAI",NA,2017-02-25,"PRUTH_BAY_EDGE1",1,"PRUTH BAY","2017-02-25_PRUTH_BAY_EDGE1_1","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"302",NA,"CALVERT","HAKAI",NA,2017-02-25,"PRUTH_BAY_EDGE2",2,"PRUTH BAY","2017-02-25_PRUTH_BAY_EDGE2_2","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"303",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-25,"PRUTH_BAY_EDGE2",2,"PRUTH_BAY","2017-02-25_PRUTH_BAY_EDGE2_2","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"304",NA,"CALVERT","HAKAI",NA,2017-02-25,"PRUTH_BAY_EDGE3",3,"PRUTH BAY","2017-02-25_PRUTH_BAY_EDGE3_3","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"305",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-25,"PRUTH_BAY_EDGE3",3,"PRUTH_BAY","2017-02-25_PRUTH_BAY_EDGE3_3","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"306",NA,"CALVERT","HAKAI",NA,2017-02-25,"PRUTH_BAY_INTERIOR4",4,"PRUTH BAY","2017-02-25_PRUTH_BAY_INTERIOR4_4","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"307",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-25,"PRUTH_BAY_INTERIOR4",4,"PRUTH_BAY","2017-02-25_PRUTH_BAY_INTERIOR4_4","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"308",NA,"CALVERT","HAKAI",NA,2017-02-25,"PRUTH_BAY_INTERIOR5",5,"PRUTH BAY","2017-02-25_PRUTH_BAY_INTERIOR5_5","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"309",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-25,"PRUTH_BAY_INTERIOR5",5,"PRUTH_BAY","2017-02-25_PRUTH_BAY_INTERIOR5_5","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"310",NA,"CALVERT","HAKAI",NA,2017-02-25,"PRUTH_BAY_INTERIOR6",6,"PRUTH BAY","2017-02-25_PRUTH_BAY_INTERIOR6_6","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"311",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-25,"PRUTH_BAY_INTERIOR6",6,"PRUTH_BAY","2017-02-25_PRUTH_BAY_INTERIOR6_6","Gillian",NA,NA,NA,NA,"Raw",NA,NA
"312",NA,"CALVERT","HAKAI",NA,2017-02-26,"CHOKED_PASS_EDGE1",1,"CHOKED PASS","2017-02-26_CHOKED_PASS_EDGE1_1","Derek",NA,NA,NA,NA,"Raw",NA,NA
"313",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-26,"CHOKED_PASS_EDGE1",1,"CHOKED_PASS","2017-02-26_CHOKED_PASS_EDGE1_1","Derek",NA,NA,NA,NA,"Raw",NA,NA
"314",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-26,"CHOKED_PASS_EDGE2",2,"CHOKED_PASS","2017-02-26_CHOKED_PASS_EDGE2_2","Derek",NA,NA,NA,NA,"Raw",NA,NA
"315",NA,"CALVERT","HAKAI",NA,2017-02-26,"CHOKED_PASS_EDGE2",2,"CHOKED PASS","2017-02-26_CHOKED_PASS_EDGE2_2","Derek",NA,NA,NA,NA,"Raw",NA,NA
"316",NA,"CALVERT","HAKAI",NA,2017-02-26,"CHOKED_PASS_EDGE3",3,"CHOKED PASS","2017-02-26_CHOKED_PASS_EDGE3_3","Derek",NA,NA,NA,NA,"Raw",NA,NA
"317",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-26,"CHOKED_PASS_EDGE3",3,"CHOKED_PASS","2017-02-26_CHOKED_PASS_EDGE3_3","Derek",NA,NA,NA,NA,"Raw",NA,NA
"318",NA,"CALVERT","HAKAI",NA,2017-02-26,"CHOKED_PASS_EDGE7",7,"CHOKED PASS","2017-02-26_CHOKED_PASS_EDGE7_7","Derek",NA,NA,NA,NA,"Raw",NA,NA
"319",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-26,"CHOKED_PASS_EDGE7",7,"CHOKED_PASS","2017-02-26_CHOKED_PASS_EDGE7_7","Derek",NA,NA,NA,NA,"Raw",NA,NA
"320",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-26,"CHOKED_PASS_INTERIOR4",4,"CHOKED_PASS","2017-02-26_CHOKED_PASS_INTERIOR4_4","Derek",NA,NA,NA,NA,"Raw",NA,NA
"321",NA,"CALVERT","HAKAI",NA,2017-02-26,"CHOKED_PASS_INTERIOR4",4,"CHOKED PASS","2017-02-26_CHOKED_PASS_INTERIOR4_4","Derek",NA,NA,NA,NA,"Raw",NA,NA
"322",NA,"CALVERT","HAKAI",NA,2017-02-26,"CHOKED_PASS_INTERIOR5",5,"CHOKED PASS","2017-02-26_CHOKED_PASS_INTERIOR5_5","Derek",NA,NA,NA,NA,"Raw",NA,NA
"323",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-26,"CHOKED_PASS_INTERIOR5",5,"CHOKED_PASS","2017-02-26_CHOKED_PASS_INTERIOR5_5","Derek",NA,NA,NA,NA,"Raw",NA,NA
"324",NA,"CALVERT","HAKAI","MARINEGEO",2017-02-26,"CHOKED_PASS_INTERIOR6",6,"CHOKED_PASS","2017-02-26_CHOKED_PASS_INTERIOR6_6","Derek",NA,NA,NA,NA,"Raw",NA,NA
"325",NA,"CALVERT","HAKAI",NA,2017-02-26,"CHOKED_PASS_INTERIOR6",6,"CHOKED PASS","2017-02-26_CHOKED_PASS_INTERIOR6_6","Derek",NA,NA,NA,NA,"Raw",NA,NA
"326",NA,"CALVERT","HAKAI","MARINEGEO",2017-05-19,"CHOKED_PASS_EDGE1",1,"CHOKED_PASS","2017-05-19_CHOKED_PASS_EDGE1_1","gillian,gillian.sadlierbrown",NA,NA,NA,NA,"Raw",NA,NA
"327",NA,"CALVERT","HAKAI","MARINEGEO",2017-05-19,"CHOKED_PASS_EDGE2",2,"CHOKED_PASS","2017-05-19_CHOKED_PASS_EDGE2_2","gillian,gillian.sadlierbrown",NA,NA,NA,NA,"Raw",NA,NA
"328",NA,"CALVERT","HAKAI","MARINEGEO",2017-05-19,"CHOKED_PASS_EDGE3",3,"CHOKED_PASS","2017-05-19_CHOKED_PASS_EDGE3_3","gillian,gillian.sadlierbrown",NA,NA,NA,NA,"Raw",NA,NA
"329",NA,"CALVERT","HAKAI","MARINEGEO",2017-05-19,"CHOKED_PASS_EDGE7",7,"CHOKED_PASS","2017-05-19_CHOKED_PASS_EDGE7_7","gillian,gillian.sadlierbrown",NA,NA,NA,NA,"Raw",NA,NA
"330",NA,"CALVERT","HAKAI","MARINEGEO",2017-05-19,"CHOKED_PASS_INTERIOR4",4,"CHOKED_PASS","2017-05-19_CHOKED_PASS_INTERIOR4_4","gillian,gillian.sadlierbrown",NA,NA,NA,NA,"Raw",NA,NA
"331",NA,"CALVERT","HAKAI","MARINEGEO",2017-05-19,"CHOKED_PASS_INTERIOR5",5,"CHOKED_PASS","2017-05-19_CHOKED_PASS_INTERIOR5_5","gillian,gillian.sadlierbrown",NA,NA,NA,NA,"Raw",NA,NA
"332",NA,"CALVERT","HAKAI","MARINEGEO",2017-05-19,"CHOKED_PASS_INTERIOR6",6,"CHOKED_PASS","2017-05-19_CHOKED_PASS_INTERIOR6_6","gillian,gillian.sadlierbrown",NA,NA,NA,NA,"Raw",NA,NA
